Author,Time,Filename
MatthewRollings,2021-05-24T07:35:11Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java
ScottAlexander-Bown,2021-05-08T14:18:37Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java
MatthewRollings,2019-03-14T12:24:58Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java
MatthewRollings,2017-03-29T11:18:37Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java
ScottAlexander-Bown,2015-06-30T14:45:20Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java
MatthewRollings,2015-06-30T14:36:54Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java
ScottAlexander-Bown,2015-06-30T14:14:20Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java
MatthewRollings,2015-06-30T14:14:02Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java
MatthewRollings,2015-06-26T15:57:05Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java
ScottAlexander-Bown,2015-06-26T15:50:40Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java
ScottAlexander-Bown,2021-05-08T14:18:37Z,app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java
MatthewRollings,2020-02-03T20:42:40Z,app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java
DanielKutik,2019-11-16T02:39:54Z,app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java
MatthewRollings,2019-03-14T12:24:58Z,app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java
MatthewRollings,2018-03-20T17:57:33Z,app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java
altvnv,2018-03-16T16:42:19Z,app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java
MatthewRollings,2017-03-29T11:18:37Z,app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java
MatthewRollings,2017-02-15T12:53:36Z,app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java
ScottAlexander-Bown,2016-07-01T20:13:06Z,app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java
ScottAlexander-Bown,2016-07-01T14:25:44Z,app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java
AndyBarber,2016-07-01T14:40:45Z,app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java
ScottAlexander-Bown,2021-05-08T14:18:37Z,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java
MatthewRollings,2020-02-03T20:42:40Z,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java
DanielKutik,2019-11-16T02:34:24Z,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java
ScottAlexander-Bown,2017-03-24T14:16:12Z,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java
MatthewRollings,2017-03-24T13:41:16Z,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java
ScottAlexander-Bown,2016-07-01T20:13:52Z,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java
AndyBarber,2016-07-01T14:40:45Z,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java
ScottAlexander-Bown,2016-04-01T15:04:36Z,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java
MohammedEzzat,2016-03-16T14:14:44Z,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java
ScottAlexander-Bown,2015-09-16T12:14:10Z,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java
ScottAlexander-Bown,2015-06-30T14:45:12Z,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java
ScottAlexander-Bown,2015-06-30T14:14:08Z,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java
ScottAlexander-Bown,2015-06-29T13:06:14Z,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java
ScottAlexander-Bown,2015-06-26T15:50:40Z,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java
ScottAlexander-Bown,2021-05-08T14:18:37Z,app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java
MatthewRollings,2020-02-03T20:42:40Z,app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java
DanielKutik,2019-11-16T02:39:54Z,app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java
DanielKutik,2019-11-16T02:34:24Z,app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java
MatthewRollings,2017-05-12T21:31:11Z,app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java
FriederBluemle,2017-05-11T16:55:33Z,app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java
AndyBarber,2016-07-01T14:40:45Z,app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java
ScottAlexander-Bown,2021-05-08T14:18:37Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
Fi5t,2020-07-15T20:47:49Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
DanielKutik,2020-01-31T00:54:28Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
MatthewRollings,2020-01-30T16:17:56Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
mat,2020-01-30T13:09:02Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
MatthewRollings,2020-01-30T13:05:03Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
mat,2020-01-28T14:06:12Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
IvanVlasov,2019-12-09T10:32:18Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
MatthewRollings,2019-03-14T12:24:58Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
MatthewRollings,2018-03-20T17:57:33Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
altvnv,2018-03-16T16:42:19Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
altvnv,2018-03-16T12:02:21Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
altvnv,2018-03-16T11:36:53Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
ScottAlexander-Bown,2017-03-24T14:16:12Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
MatthewRollings,2017-03-24T13:30:47Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
ScottAlexander-Bown,2016-03-16T14:05:46Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
MohammedEzzat,2016-03-15T13:13:43Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
ScottAlexander-Bown,2015-09-16T12:13:36Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
MatthewRollings,2015-06-30T15:06:34Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
ScottAlexander-Bown,2015-06-30T14:59:48Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
ScottAlexander-Bown,2015-06-30T14:14:20Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
MatthewRollings,2015-06-30T13:40:46Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
ScottAlexander-Bown,2015-06-29T13:06:59Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
ScottAlexander-Bown,2015-06-26T15:50:40Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java
ScottAlexander-Bown,2021-05-08T14:18:37Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java
MatthewRollings,2019-03-14T12:24:58Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java
ScottAlexander-Bown,2016-03-16T14:05:46Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java
MohammedEzzat,2016-03-15T13:13:43Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java
ScottAlexander-Bown,2015-06-30T14:14:08Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java
ScottAlexander-Bown,2021-05-08T14:18:37Z,rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java
MatthewRollings,2020-02-03T20:42:40Z,rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java
MatthewRollings,2020-02-03T20:42:27Z,rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java
DanielKutik,2020-01-31T00:54:28Z,rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java
mat,2020-01-30T16:12:36Z,rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java
MatthewRollings,2020-01-30T13:05:20Z,rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java
mat,2020-01-28T13:03:18Z,rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java
DanielKutik,2019-11-16T02:34:24Z,rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java
MatthewRollings,2019-03-14T12:24:58Z,rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java
MatthewRollings,2018-06-14T15:53:38Z,rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java
MatthewRollings,2018-05-11T13:16:33Z,rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java
MatthewRollings,2018-05-11T11:04:52Z,rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java
matthew,2017-10-31T18:57:32Z,rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java
SlimNamouchi,2020-07-21T13:19:44Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2020-07-21T13:10:44Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2020-02-07T14:44:11Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
mat,2020-02-07T09:43:09Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
DanielKutik,2020-01-31T00:54:28Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2020-01-30T13:05:20Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2020-01-30T13:05:03Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
mat,2020-01-28T14:06:12Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
mat,2020-01-28T13:03:18Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
mat,2020-01-28T12:41:49Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
IvanVlasov,2019-12-09T10:32:18Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2019-03-14T12:24:58Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2018-06-14T15:53:38Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2018-05-11T12:00:38Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2018-05-11T12:00:38Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2018-05-11T11:04:28Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2018-05-11T10:59:44Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2018-03-20T17:57:33Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
altvnv,2018-03-16T16:49:07Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
altvnv,2018-03-16T16:42:19Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
altvnv,2018-03-16T12:14:23Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2017-09-29T08:23:05Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
FriederBluemle,2017-08-19T16:20:33Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
AliWaseem,2017-08-11T15:34:54Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
LeonKarabchevsky,2017-06-11T14:34:20Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
BIOCATCH\\Leon.Karabchevsky,2017-06-07T07:53:52Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2017-05-12T21:21:12Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
vyas,2017-05-10T19:44:29Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2017-03-29T11:18:37Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2017-03-24T16:11:58Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
ScottAlexander-Bown,2017-03-24T14:16:12Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2017-03-24T13:31:19Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2017-03-13T22:05:11Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2017-02-15T12:53:36Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
leocadiotine,2016-09-14T21:25:21Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
ScottAlexander-Bown,2016-05-17T15:20:15Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2016-04-18T16:36:03Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
ScottAlexander-Bown,2016-03-16T14:05:46Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MohammedEzzat,2016-03-15T13:13:43Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
ScottAlexander-Bown,2015-12-30T16:22:10Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2015-12-22T10:17:02Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2015-12-22T10:11:09Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
ScottAlexander-Bown,2015-12-22T09:06:26Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2015-12-21T20:44:58Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2015-12-21T20:43:55Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
ScottAlexander-Bown,2015-06-30T14:45:20Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
ScottAlexander-Bown,2015-06-30T14:45:12Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2015-06-30T14:36:54Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
ScottAlexander-Bown,2015-06-30T14:14:20Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
ScottAlexander-Bown,2015-06-30T14:14:08Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2015-06-30T14:14:02Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
ScottAlexander-Bown,2015-06-29T13:06:59Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
ScottAlexander-Bown,2015-06-26T15:50:40Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java
MatthewRollings,2020-02-07T14:44:11Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java
mat,2020-02-07T09:43:09Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java
MatthewRollings,2018-05-11T11:04:52Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java
matthew,2017-10-31T18:57:32Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java
FriederBluemle,2017-08-19T16:20:33Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java
MatthewRollings,2017-05-12T21:31:11Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java
FriederBluemle,2017-05-11T16:41:00Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java
MatthewRollings,2017-02-15T12:53:36Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java
ScottAlexander-Bown,2016-03-16T14:05:46Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java
MohammedEzzat,2016-03-15T13:13:43Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java
ScottAlexander-Bown,2015-06-26T18:48:49Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java
ScottAlexander-Bown,2015-06-26T15:50:40Z,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java
MatthewRollings,2020-02-03T20:42:40Z,app/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java
DanielKutik,2019-11-16T02:45:47Z,app/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java
DanielKutik,2019-11-16T02:34:24Z,app/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java
MatthewRollings,2017-05-12T21:31:11Z,app/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java
FriederBluemle,2017-05-11T16:41:00Z,app/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java
ScottAlexander-Bown,2015-06-26T15:50:40Z,app/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java
MatthewRollings,2020-02-03T20:42:40Z,rootbeerlib/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java
DanielKutik,2019-11-16T02:45:47Z,rootbeerlib/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java
DanielKutik,2019-11-16T02:34:24Z,rootbeerlib/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java
MatthewRollings,2017-05-12T21:31:11Z,rootbeerlib/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java
FriederBluemle,2017-05-11T16:41:00Z,rootbeerlib/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java
ScottAlexander-Bown,2015-06-26T15:50:40Z,rootbeerlib/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java
MatthewRollings,2015-06-26T14:41:45Z,app/src/main/java/com/scottyab/rootchecker/RootCheck.java
MatthewRollings,2015-06-26T14:32:45Z,app/src/main/java/com/scottyab/rootchecker/RootCheck.java
ScottAlexander-Bown,2015-06-19T17:21:37Z,app/src/main/java/com/scottyab/rootchecker/RootCheck.java
ScottAlexander-Bown,2015-06-19T17:20:07Z,app/src/main/java/com/scottyab/rootchecker/RootCheck.java
MatthewRollings,2015-06-19T10:09:22Z,app/src/main/java/com/scottyab/rootchecker/RootCheck.java
ScottAlexander-Bown,2015-06-19T09:05:10Z,app/src/main/java/com/scottyab/rootchecker/RootCheck.java
MatthewRollings,2015-06-26T14:32:45Z,app/src/main/java/com/scottyab/rootchecker/Const.java
MatthewRollings,2015-06-26T14:32:45Z,app/src/main/java/com/scottyab/rootchecker/MainActivity.java
ScottAlexander-Bown,2015-06-19T17:21:37Z,app/src/main/java/com/scottyab/rootchecker/MainActivity.java
MatthewRollings,2015-06-19T10:09:22Z,app/src/main/java/com/scottyab/rootchecker/MainActivity.java
ScottAlexander-Bown,2015-06-19T09:05:10Z,app/src/main/java/com/scottyab/rootchecker/MainActivity.java
ScottAlexander-Bown,2015-06-19T17:21:37Z,app/src/main/java/com/scottyab/rootchecker/RootCheckNative.java
MatthewRollings,2015-06-19T11:06:02Z,app/src/main/java/com/scottyab/rootchecker/RootCheckNative.java
MatthewRollings,2015-06-19T10:09:22Z,app/src/main/java/com/scottyab/rootchecker/RootCheckNative.java
ScottAlexander-Bown,2015-06-19T09:05:10Z,app/src/androidTest/java/com/scottyab/rootchecker/ApplicationTest.java
ScottAlexander-Bown,2015-06-19T09:05:10Z,app/src/main/java/com/scottyab/rootchecker/util/QLog.java
